bin_id,asin_count,expected_quantity,quantity_sum,bucket,split,gold_detection,gold_identity,asin_list
07912,1,1,1,single,seed,False,False,B004YI9NTS
08018,1,1,1,single,seed,False,False,B002J4U62W
08130,1,1,1,single,seed,False,False,B00FX2RA8K
08215,1,3,3,single,seed,False,False,B000UH7SVW
08217,1,3,3,single,seed,False,False,B000UH7SVW
08279,1,2,2,single,seed,False,False,B014JPTDFO
08289,1,1,1,single,seed,False,False,B00J3W2J00
08297,1,1,1,single,seed,False,False,B00IDN4OX0
08412,1,1,1,single,seed,False,False,B00L5FUJEG
08496,1,1,1,single,seed,False,False,B00K3HFU8W
08636,1,1,1,single,seed,False,False,B00W8K19DM
08702,1,1,1,single,seed,False,False,B003UC5H0I
08819,1,1,1,single,seed,False,False,B0006MY7EC
08835,1,1,1,single,seed,False,False,B005MHRK5Y
08966,1,1,1,single,seed,False,False,B00Y6Y8VN4
09182,1,2,2,single,seed,False,False,B00IUFILXU
09184,1,2,2,single,seed,False,False,B00IUFILXU
09202,1,2,2,single,seed,False,False,B01DKD9UNQ
09240,1,1,1,single,seed,False,False,B009B73M0S
09251,1,1,1,single,seed,False,False,B019O8ZC2Y
09260,1,1,1,single,seed,False,False,B00EKW8UEM
09262,1,3,3,single,seed,False,False,B01BCQ86BU
09277,1,1,1,single,seed,False,False,B00MFPBW4Q
09713,1,4,4,single,seed,False,False,B014AHMW5Y
09769,1,2,2,single,seed,False,False,B00VJ4IGDY
09956,1,1,1,single,seed,False,False,B00WH1ROHC
09968,1,1,1,single,seed,False,False,B0192ZH6PU
100012,1,1,1,single,seed,False,False,B00WIWXU00
100050,1,2,2,single,seed,False,False,B00QUGTKWW
100196,1,1,1,single,seed,False,False,B00FRLHTWE
100198,1,1,1,single,seed,False,False,B00FRLHTWE
100258,1,2,2,single,seed,False,False,B003RL7RRS
100280,1,1,1,single,seed,False,False,B000CQJ0DK
100398,1,6,6,single,seed,False,False,B017BJ9LFM
100543,1,1,1,single,seed,False,False,B01EIO7LLO
100545,1,1,1,single,seed,False,False,B01EIO7LLO
100567,1,1,1,single,seed,False,False,B01BIDPHYQ
100616,1,1,1,single,seed,False,False,B01A50AXLK
100653,1,1,1,single,seed,False,False,B001UJU8ZC
100655,1,1,1,single,seed,False,False,B001UJU8ZC
100669,1,2,2,single,seed,False,False,B009T87JSU
100676,1,6,6,single,seed,False,False,B00GF2KVLK
10068,1,1,1,single,seed,False,False,B002DUD6TW
10071,1,3,3,single,seed,False,False,B016XBLT90
100822,1,1,1,single,seed,False,False,B011DF475Y
100833,1,1,1,single,seed,False,False,B00IKYPS78
10096,1,1,1,single,seed,False,False,B000HCZ4FW
100977,1,9,9,single,seed,False,False,B01D8BSBWQ
100979,1,9,9,single,seed,False,False,B01D8BSBWQ
101047,1,3,3,single,seed,False,False,B0145GMT0S
101185,1,2,2,single,seed,False,False,B01EIUJPS0
101233,1,2,2,single,seed,False,False,B0078DP5XE
101763,1,1,1,single,seed,False,False,B00O35CWQ8
101923,1,1,1,single,seed,False,False,B000CLTC4C
101958,1,2,2,single,seed,False,False,B00JDKV4NK
101999,1,1,1,single,seed,False,False,B00CQ857YS
102202,1,1,1,single,seed,False,False,B01BSEQKI2
102238,1,1,1,single,seed,False,False,B0040BDDWM
102259,1,3,3,single,seed,False,False,B01AXAPTNY
102329,1,1,1,single,seed,False,False,B003OOS7C2
102465,1,1,1,single,seed,False,False,B007L599HC
102544,1,1,1,single,seed,False,False,B003VKPCV8
102782,1,4,4,single,seed,False,False,B00D7H9LIA
102986,1,1,1,single,seed,False,False,B004CR4M5Q
102988,1,1,1,single,seed,False,False,B004CR4M5Q
103204,1,1,1,single,seed,False,False,B00VTTZVEQ
103233,1,2,2,single,seed,False,False,B000GG7UEW
10325,1,2,2,single,seed,False,False,B00YWD4V5Q
103276,1,1,1,single,seed,False,False,B01B8962GW
103442,1,1,1,single,seed,False,False,B005MHRK5Y
103464,1,3,3,single,seed,False,False,B011Q0QLDM
103528,1,2,2,single,seed,False,False,B00MVMCF26
103601,1,1,1,single,seed,False,False,B00GWCEZ60
103620,1,2,2,single,seed,False,False,B01B03FAN2
103691,1,7,7,single,seed,False,False,B00ZYN9AG8
103693,1,7,7,single,seed,False,False,B00ZYN9AG8
103764,1,2,2,single,seed,False,False,B00IWU5MDK
103896,1,1,1,single,seed,False,False,B004MF4RNK
103970,1,1,1,single,seed,False,False,B014JNP2G0
103997,1,1,1,single,seed,False,False,B01DLXHOCE
104029,1,1,1,single,seed,False,False,B017SJKYQ0
104035,1,1,1,single,seed,False,False,B0012XIUP6
104060,1,1,1,single,seed,False,False,B00B80JSHC
104189,1,2,2,single,seed,False,False,B0181MMZUG
104199,1,2,2,single,seed,False,False,B015IEM9ME
104288,1,1,1,single,seed,False,False,B00HUWTYGC
104290,1,1,1,single,seed,False,False,B00HUWTYGC
104334,1,1,1,single,seed,False,False,B014RBSMCU
104346,1,1,1,single,seed,False,False,B003ZZY8NM
104465,1,2,2,single,seed,False,False,B0007ZULSY
104493,1,1,1,single,seed,False,False,B00Y20CUVG
104560,1,1,1,single,seed,False,False,B00N3R9TAE
104590,1,4,4,single,seed,False,False,B00AHAJ80Q
104663,1,1,1,single,seed,False,False,B00LLIM5L2
104910,1,2,2,single,seed,False,False,B00008LMB5
104977,1,1,1,single,seed,False,False,B00T5TUCTQ
104979,1,1,1,single,seed,False,False,B00T5TUCTQ
104995,1,2,2,single,seed,False,False,B003VWU2WA
105058,1,1,1,single,seed,False,False,B00107I9XM
105127,1,1,1,single,seed,False,False,B01DPUFUDI
105189,1,1,1,single,seed,False,False,B00WJPGSD2
105266,1,1,1,single,seed,False,False,B00452V1WA
105278,1,1,1,single,seed,False,False,B01F36HZZI
105292,1,2,2,single,seed,False,False,B00KX7VW2U
105338,1,1,1,single,seed,False,False,B004MNO8HC
105457,1,2,2,single,seed,False,False,B00EVX0ZH0
105484,1,1,1,single,seed,False,False,B002C5W3KQ
105517,1,1,1,single,seed,False,False,B01D8N9XQM
105651,1,30,30,single,seed,False,False,B00CIECDEM
105676,1,1,1,single,seed,False,False,B0054GLHYI
105811,1,2,2,single,seed,False,False,B000C81WGG
106001,1,2,2,single,seed,False,False,B00SSXNGB6
106003,1,2,2,single,seed,False,False,B00SSXNGB6
106005,1,1,1,single,seed,False,False,B00V3MJUDM
106088,1,1,1,single,seed,False,False,B00P8ZAWK0
106196,1,1,1,single,seed,False,False,B00QBMG33O
10640,1,2,2,single,seed,False,False,B0186GDCPO
106414,1,1,1,single,seed,False,False,B00UYBX2FU
106434,1,1,1,single,seed,False,False,B00ZTRWX7C
10655,1,1,1,single,seed,False,False,B00NFSGS4Q
106596,1,1,1,single,seed,False,False,B00NCMH0JC
106809,1,2,2,single,seed,False,False,B005T3GRNW
106810,1,1,1,single,seed,False,False,B005T3GRNW
106856,1,1,1,single,seed,False,False,B00XJRTA8Y
106968,1,1,1,single,seed,False,False,B00XKOLGQU
106979,1,1,1,single,seed,False,False,B00FR6V7W2
107100,1,2,2,single,seed,False,False,B00IZF0LCE
107145,1,1,1,single,seed,False,False,B004I149RW
107201,1,5,5,single,seed,False,False,B0186T37S8
107212,1,2,2,single,seed,False,False,B00ATBRJRC
107229,1,1,1,single,seed,False,False,B00H4B343S
107261,1,1,1,single,seed,False,False,B00XLAZ9KC
107345,1,1,1,single,seed,False,False,B00JCE14AU
107434,1,1,1,single,seed,False,False,B0047WX5B8
107639,1,4,4,single,seed,False,False,B00L4O3GV6
107643,1,2,2,single,seed,False,False,B005T3GRNW
107720,1,1,1,single,seed,False,False,B017L4DIOW
10776,1,4,4,single,seed,False,False,B00JZV58E8
107835,1,1,1,single,seed,False,False,B004HCM9H4
107854,1,1,1,single,seed,False,False,B003W47NII
10794,1,1,1,single,seed,False,False,B00R6FO576
108053,1,1,1,single,seed,False,False,B008UQINX2
108077,1,1,1,single,seed,False,False,0321979478
108103,1,1,1,single,seed,False,False,B001290WMY
108148,1,1,1,single,seed,False,False,B00GSQ8MSC
108172,1,4,4,single,seed,False,False,B00ZMQKNUO
108306,1,1,1,single,seed,False,False,B009B73M0S
108317,1,13,13,single,seed,False,False,1465414053
108548,1,1,1,single,seed,False,False,B00XJ0I1WW
108604,1,2,2,single,seed,False,False,B0064WIKWI
108612,1,20,20,single,seed,False,False,B00XESY010
108614,1,20,20,single,seed,False,False,B00XESY010
108699,1,1,1,single,seed,False,False,B0151RQPF0
10870,1,2,2,single,seed,False,False,B00K5R5350
108714,1,2,2,single,seed,False,False,B016NIEIAU
108735,1,1,1,single,seed,False,False,B001DTPQDI
10879,1,1,1,single,seed,False,False,B0006HINDI
108924,1,1,1,single,seed,False,False,B017SXVUSC
109263,1,2,2,single,seed,False,False,B00Y8CWEKK
109308,1,6,6,single,seed,False,False,B01DCO56PY
109435,1,1,1,single,seed,False,False,B0089JCQHY
109524,1,1,1,single,seed,False,False,B014DEJAMM
109532,1,2,2,single,seed,False,False,B00T62RK1U
109553,1,2,2,single,seed,False,False,B00OZEULF6
109659,1,1,1,single,seed,False,False,B000051WTG
109679,1,1,1,single,seed,False,False,B00IOEFBKS
10972,1,1,1,single,seed,False,False,B00R0P3JFG
109753,1,1,1,single,seed,False,False,B0161YMM3Q
10995,1,2,2,single,seed,False,False,B0075W8E4A
10997,1,2,2,single,seed,False,False,B0075W8E4A
109978,1,1,1,single,seed,False,False,B00DMPGFSQ
109983,1,1,1,single,seed,False,False,B004AO4ALC
10999,1,2,2,single,seed,False,False,B00394S9F2
110262,1,1,1,single,seed,False,False,B003A6H2Y8
110395,1,1,1,single,seed,False,False,B001E52Z2G
11041,1,3,3,single,seed,False,False,B008VD9BQM
110420,1,1,1,single,seed,False,False,B000VK6TKO
110627,1,1,1,single,seed,False,False,B01EX4UXKA
110645,1,1,1,single,seed,False,False,B01FVS4JHK
110690,1,3,3,single,seed,False,False,B017YSN4JY
110730,1,1,1,single,seed,False,False,B000MOL2GU
110790,1,1,1,single,seed,False,False,B0186VDEUC
110841,1,1,1,single,seed,False,False,B00UUJMTUK
111134,1,1,1,single,seed,False,False,B00KW1ZEV2
111162,1,4,4,single,seed,False,False,1438076371
111164,1,4,4,single,seed,False,False,1438076371
111168,1,1,1,single,seed,False,False,B00SYWOKBG
111189,1,2,2,single,seed,False,False,B01B7P0AKG
111389,1,1,1,single,seed,False,False,B0002D0JX8
111639,1,1,1,single,seed,False,False,B007R6TR2W
111775,1,1,1,single,seed,False,False,B005HRZPY2
11178,1,1,1,single,seed,False,False,B0096HUKZS
11186,1,1,1,single,seed,False,False,B002I7Q6NS
111980,1,3,3,single,seed,False,False,B0118769T4
112054,1,2,2,single,seed,False,False,B00449FCCY
112113,1,1,1,single,seed,False,False,B000DN85LA
112137,1,1,1,single,seed,False,False,B00D5J7SL2
112156,1,1,1,single,seed,False,False,B011YZ8NBM
112160,1,2,2,single,seed,False,False,B00P07B7R8
112249,1,1,1,single,seed,False,False,B009MLXJNI
112274,1,2,2,single,seed,False,False,B00JYGPLUK
112422,1,2,2,single,seed,False,False,B019ZG5SWY
112602,1,1,1,single,seed,False,False,B00GM9NPIW
112808,1,1,1,single,seed,False,False,B0053T4PHC
112836,1,1,1,single,seed,False,False,B007R8XGKY
112898,1,1,1,single,seed,False,False,B011NQ2BCY
113024,1,2,2,single,seed,False,False,B019EOIIJM
11308,1,1,1,single,seed,False,False,B009ASXZHI
113145,1,2,2,single,seed,False,False,B00IPGVYI8
113172,1,1,1,single,seed,False,False,B0166Y7L46
113241,1,2,2,single,seed,False,False,B009757CJG
113464,1,1,1,single,seed,False,False,B01CEAYWZW
113679,1,1,1,single,seed,False,False,B00RAG7Z9Q
11371,1,1,1,single,seed,False,False,B01ARRPIES
113712,1,1,1,single,seed,False,False,B004I116FA
113735,1,1,1,single,seed,False,False,B00PU17QYM
113776,1,1,1,single,seed,False,False,B00PF8ACFU
113793,1,4,4,single,seed,False,False,B01FKV3T38
113926,1,2,2,single,seed,False,False,B007IS3EMI
113999,1,1,1,single,seed,False,False,B00SOM7YWI
11409,1,1,1,single,seed,False,False,B00UTCYT1K
114277,1,1,1,single,seed,False,False,B00FA4JNZE
114347,1,2,2,single,seed,False,False,B00WH1QCMA
114394,1,1,1,single,seed,False,False,B00L3PZF56
