bin_id,asin_count,expected_quantity,quantity_sum,bucket,split,gold_detection,gold_identity,asin_list
00620,2,2,2,multi,extend,False,False,B0045NRFVK|B004DPOP7M
00621,3,4,4,multi,extend,False,False,B0045NRFVK|B004DPOP7M|B00EJU3SWY
00627,2,2,2,multi,extend,False,False,B004HIZFPQ|B00MAOK7CK
00638,4,5,5,hard,extend,False,False,0002624028|B00125Q75Y|B004MNO8HC|B010W2ODH6
00641,3,6,6,multi,extend,False,False,B005XWR5NA|B00ED3GU1I|B01BNJL3KC
00642,4,8,8,hard,extend,False,False,B005XWR5NA|B00ED3GU1I|B01AM7WF4O|B01BNJL3KC
00643,4,6,6,hard,extend,False,False,B005XWR5NA|B00ED3GU1I|B01AM7WF4O|B01BNJL3KC
00652,3,3,3,multi,extend,False,False,B000067SR9|B000IIYKUK|B001DW69TA
00678,4,5,5,hard,extend,False,False,B0056APFTK|B008Q7IOD4|B009NAOEO6|B01AXI796G
00684,3,10,10,multi,extend,False,False,B00181UEHY|B003WHF148|B00O9GW8VK
00685,3,8,8,multi,extend,False,False,B00181UEHY|B003WHF148|B00O9GW8VK
00714,4,7,7,hard,extend,False,False,B0012UPCX2|B004BLXG5U|B00ANL563W|B018R2UGQ0
00715,4,5,5,hard,extend,False,False,B0012UPCX2|B004BLXG5U|B00ANL563W|B018R2UGQ0
00727,2,2,2,multi,extend,False,False,B00S56CBGW|B00VTL8YYS
00728,3,3,3,multi,extend,False,False,B00252JBQU|B00S56CBGW|B00VTL8YYS
00729,2,2,2,multi,extend,False,False,B00S56CBGW|B00VTL8YYS
00736,3,9,9,multi,extend,False,False,0891075615|B00322FNPK|B0108Z7I9M
00753,2,4,4,multi,extend,False,False,B000KPJEZC|B019XLGKXC
00754,3,7,7,multi,extend,False,False,B000KPJEZC|B019XLGKXC|B01GSR5AOE
00755,2,6,6,multi,extend,False,False,B000KPJEZC|B01GSR5AOE
00805,2,2,2,multi,extend,False,False,B00GHYKQU2|B00NUC8UO8
00806,1,1,1,single,seed,False,False,B00GHYKQU2
00807,2,2,2,multi,extend,False,False,B0027IQC78|B00GHYKQU2
00826,3,5,5,multi,extend,False,False,B013TOWZ9C|B017QZ571I|B01CGGW918
00827,4,6,6,hard,extend,False,False,B000F4H5GI|B013TOWZ9C|B017QZ571I|B01CGGW918
00828,3,5,5,multi,extend,False,False,B013TOWZ9C|B017QZ571I|B01CGGW918
00835,2,2,2,multi,extend,False,False,B00EAHXYDO|B015UKPIHO
00874,2,13,13,multi,extend,False,False,B000FN1WTA|B000RI6C7K
00875,1,12,12,single,seed,False,False,B000RI6C7K
00876,2,13,13,multi,extend,False,False,B000RI6C7K|B005H4I6SC
00878,2,2,2,multi,extend,False,False,B00F3IVOEA|B00XZEV22S
00879,1,1,1,single,seed,False,False,B00XZEV22S
00889,3,6,6,multi,extend,False,False,B014W5CC04|B016KDLSII|B01BHMJJIS
00890,3,5,5,multi,extend,False,False,B014W5CC04|B016KDLSII|B01BHMJJIS
00894,3,3,3,multi,extend,False,False,B000FPAIEI|B01CEAYX38|B01E0ZKJ1U
00895,4,5,5,hard,extend,False,False,B000FPAIEI|B003TQ1T1Q|B01CEAYX38|B01E0ZKJ1U
00909,4,4,4,hard,extend,False,False,B002KSKTG0|B009LMLTR6|B00PSZLHWM|B00UUCE2QG
00910,3,3,3,multi,extend,False,False,B002KSKTG0|B00PSZLHWM|B00UUCE2QG
00911,4,4,4,hard,extend,False,False,B002KSKTG0|B00PSZLHWM|B00UUCE2QG|B01CL1PL40
00924,1,1,1,single,seed,False,False,B003RCGPCK
00933,3,3,3,multi,extend,False,False,B00UALWPCA|B012K3XE9S|B014TE51C4
00934,2,2,2,multi,extend,False,False,B012K3XE9S|B014TE51C4
00935,3,3,3,multi,extend,False,False,B0073HQOU8|B012K3XE9S|B014TE51C4
00937,3,5,5,multi,extend,False,False,1285454316|B004QMRK1K|B013JT4D88
00938,4,6,6,hard,extend,False,False,1285454316|B004QMRK1K|B005K8AVEM|B013JT4D88
00939,3,5,5,multi,extend,False,False,1285454316|B004QMRK1K|B013JT4D88
00942,2,3,3,multi,extend,False,False,B002KAOAYA|B00KOW827M
00964,3,7,7,multi,extend,False,False,1465049487|B00R1QSDT6|B01ARGC0QI
00965,2,4,4,multi,extend,False,False,1465049487|B00R1QSDT6
00971,4,5,5,hard,extend,False,False,B000A6Z9B4|B00EPD6UFM|B00N2RBP02|B00QW06UQU
00972,3,4,4,multi,eval,True,True,B000A6Z9B4|B00EPD6UFM|B00QW06UQU
00973,3,3,3,multi,extend,False,False,B000A6Z9B4|B00EPD6UFM|B00QW06UQU
00976,1,1,1,single,seed,False,False,B00VH8IHT0
00978,4,7,7,hard,extend,False,False,B0084DZ776|B00FOXXV2M|B00LAETBOQ|B00UY34Z5Y
00979,3,6,6,multi,extend,False,False,B0084DZ776|B00FOXXV2M|B00LAETBOQ
00980,4,7,7,hard,extend,False,False,B0084DZ776|B00FOXXV2M|B00LAETBOQ|B00ZQ4PFX2
00983,4,11,11,hard,extend,False,False,B000ELY470|B002QCPQ0E|B00DE8R1YI|B01DK4DAKE
00984,3,10,10,multi,extend,False,False,B000ELY470|B00DE8R1YI|B01DK4DAKE
00985,3,9,9,multi,extend,False,False,B000ELY470|B00DE8R1YI|B01DK4DAKE
01021,0,0,0,unknown,drop,False,False,
01031,2,2,2,multi,extend,False,False,B00SP6G6G8|B016OAFC20
01032,3,3,3,multi,extend,False,False,B00SP6G6G8|B015W3BPY4|B016OAFC20
01033,2,2,2,multi,extend,False,False,B00SP6G6G8|B016OAFC20
01037,4,5,5,hard,extend,False,False,0137074859|1908712090|B00L8MU234|B01E68EUB6
01039,2,3,3,multi,extend,False,False,B001U3ULQO|B00Y0Z0G82
01040,3,5,5,multi,extend,False,False,B001U3ULQO|B00BSK750Y|B00Y0Z0G82
01041,2,3,3,multi,extend,False,False,B001U3ULQO|B00Y0Z0G82
01048,4,8,8,hard,extend,False,False,1583559892|B00005JKF6|B002I0H27E|B00K5NELR0
01057,4,7,7,hard,extend,False,False,B00T703I5S|B018ZT6LV4|B01CW307D2|B01EIELGHY
01060,1,1,1,single,seed,False,False,B00MS95U74
01061,3,4,4,multi,extend,False,False,B000089D9U|B00B14H494|B00XLXTZYK
01062,3,3,3,multi,extend,False,False,B000089D9U|B00931J7OW|B00XLXTZYK
01063,2,3,3,multi,extend,False,False,B00GYB17RE|B013TLE0RU
01067,2,2,2,multi,extend,False,False,B00T28FWVS|B00X2FBCRK
01068,2,12,12,multi,extend,False,False,B00H5UJ068|B00XRK1V08
01075,4,7,7,hard,extend,False,False,B00J90CI98|B011LVAVEQ|B019RIQND8|B01CCC6ZOS
01078,1,2,2,single,seed,False,False,9332519080
01082,5,5,5,hard,extend,False,False,B0002X8HB4|B000N4L34K|B011X1I6L4|B013F3WHNG|B0195NM9VK
01094,3,6,6,multi,extend,False,False,B009P2SU2O|B00QQNKW76|B00R6J45RC
01102,4,10,10,hard,extend,False,False,B001B5DTO2|B0027Z7KN6|B00701ROB0|B01AZMP23C
01103,4,9,9,hard,extend,False,False,B001B5DTO2|B0027Z7KN6|B00701ROB0|B01AZMP23C
01104,4,7,7,hard,extend,False,False,B001B5DTO2|B0027Z7KN6|B00701ROB0|B01AZMP23C
01112,3,4,4,multi,extend,False,False,B014K94TIA|B018A9Y8TQ|B018SO95UU
01114,2,5,5,multi,extend,False,False,B002VY53QE|B018APC4LE
01115,3,8,8,multi,extend,False,False,B000EXQ4AS|B00UYDFE86|B01DFT2I2A
01117,4,4,4,hard,extend,False,False,B001GH5PRE|B007XVYSDE|B00NLOTIIC|B00SAYCXWG
01128,2,4,4,multi,extend,False,False,B000CQBMD6|B01DFSFY2W
01129,3,5,5,multi,extend,False,False,B000CQBMD6|B01DFSFY2W|B01DGK2G1Q
01130,3,4,4,multi,extend,False,False,B000CQBMD6|B01DFSFY2W|B01DGK2G1Q
01139,3,5,5,multi,extend,False,False,B0030B5S7G|B0054U8HYW|B01F7QXL2A
01140,4,6,6,hard,extend,False,False,B0030B5S7G|B0054U8HYW|B00WO99GRI|B01F7QXL2A
01199,4,5,5,hard,extend,False,False,B00D7H9LIA|B00LN0EVS8|B017U0D270|B01FXTOSH8
01200,3,9,9,multi,extend,False,False,B000NNFSNS|B00N4OSR8Q|B00T1P632E
01201,4,10,10,hard,extend,False,False,B000NNFSNS|B00N4OSR8Q|B00T1P632E|B0185IQJ3A
01212,3,6,6,multi,extend,False,False,B001B0D9QK|B00LJ5A8W0|B01AXI796G
01215,2,4,4,multi,extend,False,False,B00FYVF7XA|B00SNLWJGQ
01216,3,3,3,multi,extend,False,False,B00FBW7CNA|B0104LKS8S|B01A0ISR3I
01226,2,2,2,multi,extend,False,False,1934082848|B00TRR071O
01229,4,7,7,hard,extend,False,False,B007CZI6BG|B007OQ7BQO|B008244516|B01D8YBSOG
01230,4,8,8,hard,extend,False,False,B007CZI6BG|B007OQ7BQO|B008244516|B01D8YBSOG
01231,3,7,7,multi,extend,False,False,B007OQ7BQO|B008244516|B01D8YBSOG
01232,2,2,2,multi,extend,False,False,B00HNYT16K|B00L97BCXW
01240,2,2,2,multi,extend,False,False,0136079482|B015GZASVO
01249,2,2,2,multi,extend,False,False,B004VLVCGU|B00O6UCXUK
01260,4,4,4,hard,extend,False,False,0205455301|140020674X|9332536600|B00H8YGOMO
01282,3,4,4,multi,extend,False,False,B00002NC1Y|B0078W0QOI|B0097JOC6S
01283,2,3,3,multi,extend,False,False,B0078W0QOI|B0097JOC6S
01284,3,5,5,multi,extend,False,False,B0078W0QOI|B0097JOC6S|B01096CH96
01289,2,2,2,multi,extend,False,False,B00U1NV04G|B00VI6BFBS
01297,2,4,4,multi,extend,False,False,B0156TN1RS|B015TLECA8
01302,2,2,2,multi,extend,False,False,B00006WNMJ|B00OLZRGSY
01325,4,4,4,hard,extend,False,False,B000BP2M46|B0043DSGX8|B00DV8AJLS|B00H0S99Z2
01331,3,3,3,multi,extend,False,False,B0029XHTDC|B00U6I9TV2|B010HWDPKW
01332,2,2,2,multi,extend,False,False,B0029XHTDC|B010HWDPKW
01336,3,6,6,multi,extend,False,False,B000QFSNY4|B009EVRAPE|B00BTICFBE
01337,2,5,5,multi,extend,False,False,B000QFSNY4|B00BTICFBE
01338,3,7,7,multi,extend,False,False,B000QFSNY4|B00BTICFBE|B0161YNKNC
01348,3,6,6,multi,extend,False,False,B000VHS9TQ|B005LOO2I6|B00G75X158
01353,4,4,4,hard,extend,False,False,B00ABE4NIU|B00V2PB16O|B018IC9TMG|B01AKC1Z3S
01373,2,2,2,multi,extend,False,False,B007KWXFK8|B00LD6KJTC
01398,2,2,2,multi,extend,False,False,B00JPLTM3Q|B00R20EPLG
01414,4,4,4,hard,extend,False,False,0615344976|B001B3NDDQ|B003T44YJ2|B009HVH9V6
01415,3,3,3,multi,extend,False,False,0615344976|B003T44YJ2|B009HVH9V6
01421,2,2,2,multi,extend,False,False,B001ET5XXK|B01BY6UFWQ
01426,3,4,4,multi,extend,False,False,B00004TT3S|B005PVLDVE|B005PVLFCQ
01427,4,6,6,hard,extend,False,False,B00004TT3S|B005PVLDVE|B005PVLFCQ|B017RMTYEG
01435,3,6,6,multi,extend,False,False,B00KVL0SIM|B00OXP4GWG|B013KPFZVU
01441,2,19,19,multi,extend,False,False,B0007506U2|B00OMX2PKY
01442,2,11,11,multi,extend,False,False,B0007506U2|B00OMX2PKY
01443,2,10,10,multi,extend,False,False,B0007506U2|B00OMX2PKY
01444,4,4,4,hard,eval,True,True,B004AKHOXW|B00NWE9ZDE|B00O5NF53U|B00UNPH8LG
01445,3,3,3,multi,extend,False,False,B004AKHOXW|B00NWE9ZDE|B00UNPH8LG
01446,3,3,3,multi,extend,False,False,B013LDVFCY|B0196BY5OU|B01DMXZ3OO
01447,2,2,2,multi,extend,False,False,B0196BY5OU|B01DMXZ3OO
01452,4,5,5,hard,extend,False,False,B005S4KB98|B00MNKU6WM|B00ZQ2J9M2|B01BBRORPO
01456,3,3,3,multi,extend,False,False,B0091RKT68|B00ZA1FQ5S|B014DEFKG2
01457,4,8,8,hard,extend,False,False,B0018KNYBI|B0091RKT68|B00ZA1FQ5S|B014DEFKG2
01458,4,4,4,hard,extend,False,False,B0091RKT68|B00MR4HCG2|B00ZA1FQ5S|B014DEFKG2
01483,2,4,4,multi,extend,False,False,B00356AR8G|B016U26V86
01485,4,4,4,hard,extend,False,False,B009M2TQLQ|B00ENLRPU0|B00IQBT1AK|B01BLV4P6Q
01486,3,3,3,multi,extend,False,False,B009M2TQLQ|B00ENLRPU0|B01BLV4P6Q
01491,2,5,5,multi,extend,False,False,B002EL3YP6|B00AHAJ80Q
01522,2,2,2,multi,extend,False,False,B0042VJSO2|B00QEGP4JQ
01523,3,3,3,multi,extend,False,False,B0042VJSO2|B00MRZIGWA|B00QEGP4JQ
01545,4,4,4,hard,extend,False,False,B00176GSEI|B0081GFT92|B00BD8QLGK|B00P4A3HYW
01546,3,3,3,multi,extend,False,False,B00176GSEI|B00BD8QLGK|B00P4A3HYW
01553,2,2,2,multi,extend,False,False,B005IGW8IS|B00QH4VUUM
01554,3,5,5,multi,extend,False,False,B005IGW8IS|B00QH4VUUM|B010CAEOUO
01555,3,3,3,multi,extend,False,False,B005IGW8IS|B00QH4VUUM|B010CAEOUO
01558,3,4,4,multi,extend,False,False,1935589679|B000X721ZC|B00DC0ZPFU
01559,3,3,3,multi,extend,False,False,1935589679|B000X721ZC|B00DC0ZPFU
01570,3,3,3,multi,extend,False,False,B00419J4X0|B00KJLMBSO|B00SH72LQ4
01571,2,2,2,multi,extend,False,False,B00KJLMBSO|B00SH72LQ4
01572,2,3,3,multi,extend,False,False,B00FI6T7NM|B00PV1D7E4
01573,2,2,2,multi,extend,False,False,B00FI6T7NM|B015J855WU
01577,3,8,8,multi,extend,False,False,B00006IEC7|B005TOV0OM|B00QJTEHWS
01580,3,3,3,multi,extend,False,False,B0089LTCSS|B00GN4VP6A|B0186IJ3IC
01581,2,2,2,multi,extend,False,False,B0089LTCSS|B0186IJ3IC
01582,3,3,3,multi,extend,False,False,B0089LTCSS|B00DZJGTVC|B0186IJ3IC
01584,4,6,6,hard,extend,False,False,B0001NE4TO|B000A2G2U0|B009T71ELY|B01EX4UXKA
01586,2,2,2,multi,extend,False,False,193362275X|B00ZV61VOW
01592,4,5,5,hard,extend,False,False,B000GG2HOU|B0017ZJWD8|B001C6OYG2|B00HUJJOQU
01593,2,18,18,multi,extend,False,False,B0027EOTKO|B0185M866E
01594,3,19,19,multi,extend,False,False,B0027EOTKO|B00U5U8P3O|B0185M866E
01595,2,18,18,multi,extend,False,False,B0027EOTKO|B0185M866E
01596,4,7,7,hard,extend,False,False,B009GMX78U|B00G6MWQHG|B0184WT8M6|B01CNGSK3W
01599,2,8,8,multi,extend,False,False,B012MGT7IA|B0172IER1K
01600,2,7,7,multi,extend,False,False,B012MGT7IA|B0172IER1K
01621,2,2,2,multi,extend,False,False,B00D8UCDTA|B00HGGJZN4
01622,3,3,3,multi,extend,False,False,B00D8UCDTA|B00GM3PB1C|B00HGGJZN4
01623,2,2,2,multi,extend,False,False,B00D8UCDTA|B00HGGJZN4
01625,3,6,6,multi,extend,False,False,B0000DBMMO|B00AM1WAN2|B00OKRSMV8
01648,3,3,3,multi,extend,False,False,B00HJTI3BS|B01C43BWBG|B01D8ICCNS
01649,2,2,2,multi,extend,False,False,B00HJTI3BS|B01C43BWBG
01653,4,4,4,hard,extend,False,False,B0000V1E9K|B015TC63LI|B017RNHJ0Q|B017XHQ8L2
01654,3,3,3,multi,extend,False,False,B015TC63LI|B017RNHJ0Q|B017XHQ8L2
01655,2,2,2,multi,extend,False,False,B015TC63LI|B017XHQ8L2
01659,2,2,2,multi,extend,False,False,B008HHNB86|B01FFG9J0U
01687,1,1,1,single,seed,False,False,193362275X
01688,2,4,4,multi,extend,False,False,193362275X|B00IMG2430
01703,2,5,5,multi,extend,False,False,B003KYSLNQ|B00E95CDCU
01704,3,6,6,multi,extend,False,False,B0020XQWCA|B00E95CDCU|B00O2Y2MZG
01705,4,7,7,hard,extend,False,False,B001LGILLW|B0020XQWCA|B00E95CDCU|B00O2Y2MZG
01719,4,4,4,hard,extend,False,False,B00AHXY10U|B00EKW8UEM|B00J7BJJDM|B00Y8GC5WI
01748,1,2,2,single,seed,False,False,B00Q2VIW9M
01749,2,3,3,multi,extend,False,False,B00Q2VIW9M|B015YF5YIS
01768,2,2,2,multi,extend,False,False,B008RHBJ8K|B00KSMVZJ0
01783,2,2,2,multi,extend,False,False,B002R0IHTC|B019ZU3KDO
01784,3,3,3,multi,extend,False,False,B002R0IHTC|B017EGKZ20|B01BN0XSDQ
01785,2,2,2,multi,extend,False,False,B002R0IHTC|B01BN0XSDQ
01808,2,3,3,multi,extend,False,False,B00IBNPKX0|B00MBVDBC0
01831,3,8,8,multi,extend,False,False,B00BMQQSJS|B00KPVCJ9O|B0125KRAUU
01832,3,7,7,multi,extend,False,False,B00BMQQSJS|B00KPVCJ9O|B0125KRAUU
01833,3,6,6,multi,extend,False,False,B00BMQQSJS|B00KPVCJ9O|B0125KRAUU
01842,4,5,5,hard,eval,True,True,030797667X|0375866876|0375868003|B0002I5QHW
01843,2,3,3,multi,extend,False,False,B000ANF8FO|B019RRZ93E
01844,2,2,2,multi,extend,False,False,B000ANF8FO|B019RRZ93E
01845,1,1,1,single,seed,False,False,B019RRZ93E
01849,1,1,1,single,seed,False,False,B003EMKNPS
01850,3,6,6,multi,eval,True,True,B00MPIGQB2|B015FINGO8|B01C5HLXQA
01856,3,4,4,multi,extend,False,False,B001GQK2AK|B018JREI6M|B01ABUD6CC
01857,3,3,3,multi,extend,False,False,B001GQK2AK|B018JREI6M|B01ABUD6CC
01872,2,3,3,multi,extend,False,False,B003XNZZLU|B00GM02BUO
01873,1,1,1,single,seed,False,False,B00GM02BUO
01880,2,3,3,multi,extend,False,False,B009SZ2R04|B00A7V9AVC
01881,1,2,2,single,seed,False,False,B009SZ2R04
01882,2,3,3,multi,extend,False,False,B000WOOR1M|B009SZ2R04
01885,4,4,4,hard,extend,False,False,B0076MZ3QQ|B009E7YBEQ|B00RVGCCNE|B017BK9SJK
01894,3,4,4,multi,extend,False,False,B001BC73Y2|B00NKF7PZA|B01578BAH6
01895,3,5,5,multi,extend,False,False,B0037V001I|B00VUI32BK|B01CVA1618
01897,2,5,5,multi,extend,False,False,B0009T6EA2|B004ZHA1HQ
01898,4,8,8,hard,extend,False,False,B0009T6EA2|B000NO72TA|B004ZHA1HQ|B00949EQOO
01924,3,4,4,multi,extend,False,False,B000NI39SY|B000W9U1QW|B010TFQZA4
01925,2,3,3,multi,extend,False,False,B000W9U1QW|B010TFQZA4
01926,3,4,4,multi,extend,False,False,B000W9U1QW|B010TFQZA4|B01AK9RFL2
01938,4,4,4,hard,extend,False,False,0073386340|0073403466|1464135282|B00YTZ7P50
01940,3,8,8,multi,eval,True,True,B000HHLKRI|B010TERU2W|B01D6NLVK0
01941,3,7,7,multi,extend,False,False,B000HHLKRI|B010TERU2W|B01D6NLVK0
01954,3,4,4,multi,extend,False,False,B00QXVL7GQ|B016BPEOPY|B018J6ZZ42
01955,4,5,5,hard,extend,False,False,B00QXVL7GQ|B016BPEOPY|B018J6ZZ42|B01HF6VE8S
01960,4,6,6,hard,extend,False,False,B005GYGYCS|B00GVMY7EQ|B012Q4M3DO|B016J5YMGM
01967,2,8,8,multi,extend,False,False,B018AP1WMQ|B01BUURG3C
